purpose,installment,dti
major_purchase,49.91,4.64
all_other,372.55,10.1
small_business,417.23,16.14
debt_consolidation,379.92,18.69
all_other,319.47,0.39
small_business,251,12.87
all_other,331.64,17.12
educational,113.76,11.8
debt_consolidation,407.08,21.9
all_other,235.33,10.27
major_purchase,405.25,13.16
all_other,313.37,1.06
debt_consolidation,286.24,24.75
small_business,481.42,4.81
all_other,160.48,8.63
all_other,529.71,16.39
all_other,158.25,20.95
debt_consolidation,280.02,16.3
all_other,311.91,0
small_business,666.3,3.04
all_other,527.13,8.35
debt_consolidation,233.22,10.52
small_business,416.3,2.48
debt_consolidation,525.03,13.12
small_business,232.76,10.3
debt_consolidation,669.33,18.23
debt_consolidation,599.67,13.36
credit_card,117.14,13.39
credit_card,362.19,12.09
debt_consolidation,101.77,14.6
all_other,120.88,19.94
small_business,100.28,17.92
all_other,470.05,17.11
small_business,806.83,18.51
all_other,386.82,16.21
debt_consolidation,245.02,20.87
debt_consolidation,320.95,15.05
debt_consolidation,247.2,3.99
debt_consolidation,172.35,19.2
debt_consolidation,168.86,14
all_other,245.02,5.57
credit_card,844.26,8.24
small_business,632.99,15.51
debt_consolidation,290.07,13.92
all_other,198.99,21.07
debt_consolidation,404.31,21.09
debt_consolidation,537.89,10.37
debt_consolidation,237.46,14.71
credit_card,258.2,17.78
all_other,263.23,3.05
all_other,172.35,9.87
all_other,168.09,2.6
major_purchase,346.92,20.19
all_other,337.71,3.97
all_other,374.29,12.62
major_purchase,215.04,6.4
home_improvement,125.35,8.78
debt_consolidation,407.08,15.12
credit_card,385.14,21.17
all_other,331.95,1.46
all_other,342.29,9.27
debt_consolidation,407.08,9.2
debt_consolidation,320.95,13.77
small_business,477.01,17.96
small_business,499.73,8.57
debt_consolidation,84.05,8.76
debt_consolidation,339.23,14.91
credit_card,504.27,6.65
debt_consolidation,320.95,12.81
major_purchase,687.66,16.97
all_other,156.69,9.05
all_other,666.3,3.1
all_other,104.54,1
debt_consolidation,276.3,15.44
debt_consolidation,313.08,22.62
home_improvement,159.74,3.89
all_other,672.36,1.95
debt_consolidation,894.61,12.76
debt_consolidation,687.66,23.25
credit_card,399.78,16.16
debt_consolidation,410.75,22.03
debt_consolidation,474.97,18.64
debt_consolidation,391.87,10.3
home_improvement,224.66,8.05
all_other,690.74,9.31
educational,91.27,5.69
small_business,356.27,11.18
credit_card,340.76,14.71
all_other,399.6,9.03
all_other,67.85,16.32
small_business,513.51,2.5
debt_consolidation,242.05,13.17
home_improvement,301.2,20.3
all_other,207.87,18.43
home_improvement,542.77,14.93
all_other,190.81,12.7
credit_card,191.69,19.45
all_other,191.69,11.56
small_business,167.34,23.9
small_business,666.3,8.22
all_other,260.19,15.01
all_other,51.58,11.4
debt_consolidation,294.88,13.75
major_purchase,187.42,14.43
all_other,312.21,3.73
all_other,303.94,9.66
debt_consolidation,244.25,12.83
major_purchase,156.12,11.56
debt_consolidation,329.46,22.48
debt_consolidation,284.95,13.53
small_business,814.15,7.25
credit_card,511.14,11.07
home_improvement,55.02,12.98
all_other,333.15,8.46
small_business,413.69,11.35
all_other,528.22,7.6
debt_consolidation,238.53,21.91
debt_consolidation,676.02,18.85
all_other,169.62,3.67
credit_card,506.56,18.87
debt_consolidation,319.47,19.88
small_business,63.9,12.04
small_business,171.92,1.96
debt_consolidation,164.3,14.67
all_other,255.58,5.18
all_other,663.28,17.33
all_other,681.51,7.12
debt_consolidation,124.77,13.45
all_other,836.66,1.39
debt_consolidation,170.38,5.69
all_other,313.37,0.36
debt_consolidation,420.02,4.04
all_other,385.14,14.93
credit_card,436.17,24.88
small_business,194.95,21.43
debt_consolidation,353.14,20.55
all_other,170.12,10.34
small_business,527.36,7.92
credit_card,238.79,6.98
all_other,198.99,7.23
credit_card,336.18,2
educational,172.69,9.81
major_purchase,199.89,0.6
debt_consolidation,210.01,23.35
debt_consolidation,432.26,3.74
debt_consolidation,560.56,22.45
debt_consolidation,170.38,7.41
debt_consolidation,141.26,20.89
debt_consolidation,414.45,3.87
debt_consolidation,405.25,9.4
debt_consolidation,324.2,5.21
credit_card,684.73,11.72
credit_card,442.08,14.96
debt_consolidation,222.49,13.25
debt_consolidation,313.2,24.34
credit_card,414.55,14.68
debt_consolidation,139.39,23.83
debt_consolidation,533.43,22.57
home_improvement,654.28,18.89
home_improvement,385.02,14.97
debt_consolidation,706.59,20.93
home_improvement,150.42,1.2
all_other,336.18,4
debt_consolidation,690.74,15.51
all_other,401.6,24.6
educational,379.94,14.28
small_business,433.28,18.2
debt_consolidation,165.32,0.58
all_other,50.66,10.44
all_other,192.55,6.09
credit_card,333.15,11.02
debt_consolidation,150.3,12.31
small_business,410.75,7.63
all_other,138.77,19.75
all_other,328.14,14.1
credit_card,263.57,24.45
debt_consolidation,481.36,22.13
home_improvement,560.56,8.56
debt_consolidation,687.06,9.78
debt_consolidation,266.52,9.87
all_other,156.69,0.5
all_other,543.3,8.61
major_purchase,149.92,16.7
all_other,255.58,14.99
debt_consolidation,675.68,18.41
debt_consolidation,209.08,13.24
all_other,159.74,5.05
debt_consolidation,375.37,16.27
small_business,407.08,23.83
small_business,290.43,7.98
credit_card,68.16,18.07
all_other,55.02,19.14
all_other,144.43,0.82
debt_consolidation,524.34,20.64
debt_consolidation,519.21,16.89
all_other,140.63,1.7
debt_consolidation,596.96,22.3
all_other,174.24,0.32
all_other,867.29,3.26
all_other,313.62,6.27
debt_consolidation,234.27,21.08
debt_consolidation,457.05,11.08
small_business,287.53,0.43
debt_consolidation,138.15,14.72
home_improvement,320.95,1.14
all_other,351.58,11.85
small_business,699.73,20.74
all_other,354.7,4.62
all_other,51.58,12.04
credit_card,216.13,17.16
all_other,306.68,0.09
all_other,313.37,7.26
debt_consolidation,449.32,7.81
all_other,307.31,10.72
credit_card,684.58,13.18
debt_consolidation,86.56,4.55
debt_consolidation,123.23,3.31
small_business,504.27,11.92
debt_consolidation,143.97,5.8
small_business,123.23,0.04
debt_consolidation,67.55,9.55
debt_consolidation,334.53,17.04
credit_card,320.95,13.8
debt_consolidation,249.53,11.59
debt_consolidation,255.58,15.16
home_improvement,223.89,11.34
debt_consolidation,313.37,4.9
home_improvement,280.97,1.68
major_purchase,95.83,3.55
small_business,425.64,15.46
all_other,282.03,9.62
educational,48.15,9.8
all_other,117.14,19.28
major_purchase,198.99,11.55
all_other,201.71,5.83
debt_consolidation,226.93,11.08
major_purchase,104.08,18.95
debt_consolidation,676.02,0.65
debt_consolidation,127.18,12.36
debt_consolidation,215.16,15.07
debt_consolidation,439.66,12.5
home_improvement,672.36,1.49
debt_consolidation,133.87,20.91
educational,602.4,11.67
all_other,111.77,12.38
debt_consolidation,188.02,6.65
debt_consolidation,281.9,17.04
all_other,50.58,8.12
all_other,168.09,0.23
debt_consolidation,333.15,9.53
home_improvement,272.61,2.44
major_purchase,51.58,19.85
all_other,481.42,12.57
debt_consolidation,141,18.46
debt_consolidation,504.27,14.99
all_other,304.9,9.16
all_other,124.77,0.93
all_other,110.03,3.82
debt_consolidation,421.89,11.33
all_other,497.46,7.31
all_other,31.34,9.26
all_other,175.49,13.31
debt_consolidation,399.78,17.32
credit_card,326.49,10.48
all_other,246.45,13.62
all_other,212.25,1.62
all_other,188.02,7.75
small_business,116.61,17.82
debt_consolidation,345.37,9.34
all_other,155.96,15
small_business,273.19,8.72
all_other,109.24,2.2
debt_consolidation,252.14,21.36
all_other,41.45,2.56
all_other,85.19,14.93
home_improvement,319.47,15.02
debt_consolidation,287.05,3.9
debt_consolidation,202.63,23.91
all_other,33.62,24.35
small_business,95.85,0.95
all_other,187.15,5.61
all_other,250.69,12.63
debt_consolidation,181.54,23.07
debt_consolidation,305.31,12.85
debt_consolidation,255.58,1.94
debt_consolidation,499.73,3.48
debt_consolidation,285.66,15.88
debt_consolidation,156.69,7.53
home_improvement,192.51,11.42
debt_consolidation,198.53,4.62
home_improvement,666.3,9.22
debt_consolidation,605.13,12.74
credit_card,902.54,20.92
all_other,77.98,14.74
debt_consolidation,346.62,9.41
small_business,268.53,13.59
credit_card,506.39,19.32
all_other,263.19,7.25
all_other,192.57,9.49
all_other,238.53,21.53
debt_consolidation,325.86,0.17
debt_consolidation,313.37,7.62
debt_consolidation,139.39,1.91
debt_consolidation,464.3,17.81
debt_consolidation,215.34,16.25
debt_consolidation,202.63,20.02
credit_card,115.86,20.11
all_other,115.54,0.58
educational,233.21,0
all_other,200.8,6.36
all_other,111.77,6.57
debt_consolidation,238.16,12.29
debt_consolidation,481.42,24.5
debt_consolidation,790.73,14.03
small_business,266.52,1.3
debt_consolidation,397.97,1.92
home_improvement,340.76,12.3
debt_consolidation,448.98,16.39
all_other,367.52,14.42
debt_consolidation,506.56,13.16
debt_consolidation,513.44,22.67
educational,228.61,14.58
debt_consolidation,415.31,8.51
all_other,250.69,4.32
small_business,533.04,7.49
all_other,256.76,0.24
small_business,515,17.68
credit_card,76.68,4.69
home_improvement,508.84,14.34
credit_card,102.71,19.58
home_improvement,338.43,6.82
debt_consolidation,343.83,23.41
small_business,378.23,4.25
credit_card,469.33,22.43
home_improvement,324.2,16.36
credit_card,163.57,16.93
all_other,334.67,20.4
all_other,149.24,13.03
all_other,449.32,1.94
educational,112.51,6.3
credit_card,156.69,15.85
all_other,165.82,6.69
debt_consolidation,95.85,11.34
credit_card,621.67,16.33
educational,136.92,15.63
credit_card,346.48,13.81
credit_card,58.04,2.65
credit_card,247.59,13.11
debt_consolidation,503.19,21.93
debt_consolidation,165.38,21.09
home_improvement,464.3,11.34
debt_consolidation,254.42,13.75
all_other,409.62,10.02
home_improvement,256.76,1.28
educational,87.51,23.88
debt_consolidation,521.56,12.12
credit_card,271.39,12.59
debt_consolidation,106.01,21.62
debt_consolidation,324.2,16.15
credit_card,481.42,10.49
all_other,67.3,13.42
debt_consolidation,223.63,11.8
debt_consolidation,317.44,24.31
small_business,594.25,5.08
credit_card,55.26,18.12
all_other,224.66,10.35
all_other,67.24,15.28
debt_consolidation,405.25,23.06
credit_card,383.37,6.58
debt_consolidation,678.46,19.89
all_other,95.85,17.04
home_improvement,167.34,14.08
home_improvement,239.61,22.83
credit_card,417.23,6.81
small_business,327.14,11.72
credit_card,878.94,15.43
debt_consolidation,579.29,16
small_business,158.21,17.48
credit_card,172.35,22.45
all_other,32.1,3.71
debt_consolidation,616.12,14.49
all_other,96.29,0.68
all_other,170.38,0.73
all_other,198.99,19.38
debt_consolidation,629.81,11.65
credit_card,101.85,10.26
all_other,348.47,12.55
all_other,324.2,0
all_other,99.81,9.24
credit_card,792.33,22.69
all_other,282.03,8.98
all_other,807.2,15.35
all_other,185.3,9.97
home_improvement,690.13,7.26
small_business,472.59,12.2
home_improvement,109.17,18.46
debt_consolidation,359.77,14.74
all_other,136.31,24.72
major_purchase,46.79,4.33
debt_consolidation,99.95,9.88
debt_consolidation,140.66,15.84
debt_consolidation,385.14,15.15
debt_consolidation,684.58,21.4
credit_card,224.66,16.33
home_improvement,133.87,1.34
small_business,359.81,0.4
debt_consolidation,319.68,3.84
all_other,283.18,18.48
home_improvement,93.71,10.63
credit_card,109.17,10.1
small_business,492.95,9.57
all_other,825.34,5.88
debt_consolidation,279.34,18.82
all_other,96.29,6.83
debt_consolidation,268.95,17.11
small_business,281.26,17.21
all_other,95.85,2.92
debt_consolidation,792.33,14.53
credit_card,192.57,18.67
small_business,65.73,0.91
educational,290.52,10.71
debt_consolidation,297.13,14.03
credit_card,96.29,6.18
debt_consolidation,223.63,8.34
debt_consolidation,237.46,9.65
home_improvement,80.24,22.1
debt_consolidation,871.16,17.69
debt_consolidation,337.71,9.98
debt_consolidation,425.28,5.69
all_other,32.87,15.41
home_improvement,163.57,6.54
debt_consolidation,364.2,5.48
all_other,99.05,3.89
debt_consolidation,184.07,15.21
small_business,283.18,23.26
credit_card,797.8,20.67
home_improvement,681.51,16.57
debt_consolidation,166.58,14.05
all_other,49.08,7.56
credit_card,492.95,13.52
all_other,299.84,23.17
debt_consolidation,333.15,12.64
credit_card,334.67,22.95
small_business,305.31,9.83
home_improvement,313.37,1.03
major_purchase,121.58,9.79
debt_consolidation,429.18,9.43
all_other,385.14,9.26
all_other,188.02,13.11
home_improvement,259.37,11.01
all_other,233.21,2.4
debt_consolidation,607.98,8.73
major_purchase,219.36,16.27
debt_consolidation,327.14,24.88
debt_consolidation,697.65,10.19
all_other,160.48,16.17
all_other,165.82,10.25
debt_consolidation,435.07,17
debt_consolidation,38.52,16.67
major_purchase,235.33,8.52
credit_card,414.55,0.25
all_other,167.34,8.95
all_other,265.13,2.23
debt_consolidation,106.61,14
small_business,481.42,10.13
small_business,396.17,11.07
debt_consolidation,266.52,4.94
all_other,460.09,18.16
all_other,332.25,5.41
debt_consolidation,104.31,13.8
credit_card,410.8,12.21
all_other,334.67,3.37
debt_consolidation,281.12,17.95
debt_consolidation,296.2,20.65
debt_consolidation,295.77,13.76
all_other,261.71,14.46
all_other,106.61,16.88
debt_consolidation,605.13,7.69
home_improvement,229.64,3.07
educational,99.5,12.06
small_business,666.3,18.46
debt_consolidation,336.18,19.49
debt_consolidation,591.54,5.99
small_business,855.73,17.75
home_improvement,53.79,2.46
educational,209.17,6.73
credit_card,156.69,15.76
all_other,402.58,14.7
all_other,501.79,12.59
debt_consolidation,408.79,23.14
credit_card,288.35,14.86
debt_consolidation,373.13,5.55
home_improvement,490.71,5.7
all_other,262.91,0.34
major_purchase,149.92,9.27
home_improvement,825.34,13.36
debt_consolidation,484.1,10.21
home_improvement,325.66,13.99
home_improvement,112.29,0.5
credit_card,199.89,23.11
debt_consolidation,613.36,12.91
educational,217.77,17.43
all_other,528.22,8.64
all_other,256.76,7.56
all_other,50.66,17.26
debt_consolidation,268.95,8.8
credit_card,96.29,12
debt_consolidation,174.03,12.34
all_other,99.95,11.89
debt_consolidation,396.17,17.8
home_improvement,690.74,15.58
all_other,636.75,7.58
major_purchase,131.46,2.62
all_other,397.97,0.41
all_other,96.29,5.36
all_other,183.24,18
educational,91.6,4.15
small_business,505.76,9.44
debt_consolidation,476.52,10.18
all_other,84.38,5
credit_card,692.95,16.94
all_other,89.46,23.28
home_improvement,34.48,17.75
debt_consolidation,184.07,17.55
debt_consolidation,306.77,16.28
small_business,171.92,3.26
all_other,69.39,20.51
all_other,96.29,8.21
credit_card,155.96,7.03
small_business,367.97,14.98
credit_card,101.77,7.08
all_other,255.5,0
all_other,378.07,16.52
home_improvement,82.54,19.87
credit_card,654.25,11.43
all_other,125.35,5.99
all_other,170.38,19.11
debt_consolidation,495.21,21.06
debt_consolidation,716.35,6.69
educational,319.47,5.37
major_purchase,118.85,23.6
debt_consolidation,385.14,8.52
all_other,396.17,3.57
credit_card,184.88,17.78
debt_consolidation,306.68,6.76
debt_consolidation,407.51,7.96
small_business,506.56,15.36
debt_consolidation,212.1,22.98
home_improvement,313.37,6.72
major_purchase,112.29,2
all_other,98.15,13.32
all_other,191.69,12.48
home_improvement,328.64,14.93
all_other,223.63,0.3
debt_consolidation,204.46,24
all_other,297.13,15.72
debt_consolidation,576.69,7.03
debt_consolidation,206.82,12.39
home_improvement,254.37,8.97
debt_consolidation,105.17,0.72
debt_consolidation,159.57,14.55
debt_consolidation,308.06,8.21
credit_card,159.74,14.43
all_other,234.27,6.2
all_other,147.22,13.26
debt_consolidation,506.56,7.01
debt_consolidation,506.18,8.24
credit_card,684.58,23.62
home_improvement,821.59,7
debt_consolidation,198.99,9.77
credit_card,184.88,16.84
small_business,663.28,10.55
all_other,315.49,23.52
debt_consolidation,306.68,20.5
all_other,327.14,3.81
credit_card,199.89,15.14
debt_consolidation,558.68,4.41
educational,221.77,20.48
debt_consolidation,487.46,18.66
credit_card,530.63,4.29
all_other,315.06,13.85
debt_consolidation,563.79,19.44
credit_card,96.29,9.59
educational,591.54,7.34
educational,151.75,18.28
all_other,156.69,3.77
debt_consolidation,108.07,11
